id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
4883,Helena,Ruelas,IDNAL,3955363943,1955-12-21,2015-10-13,BAS,599,Santiago,Región Metropolitana,ACTIVO,APP
4884,Catalina,Galeano,IDNAL,8298285671,1976-03-22,2026-07-13,BAS,397,Bogotá,Cundinamarca,ACTIVO,APP
4885,Andrés,Romero,CE,8071878061,1989-04-10,2017-01-19,PRE,728,Santiago,Región Metropolitana,ACTIVO,WEB
4886,Serafín,Reynoso,IDNAL,1789869619,2004-12-15,2025-08-14,STD,637,Medellín,Antioquia,ACTIVO,APP
4887,Mauricio,López,IDNAL,4072724725,1987-03-28,2022-04-11,BAS,475,Bogotá,Cundinamarca,ACTIVO,APP
4888,Andrés,Sánchez,IDNAL,983447031,2005-07-09,2016-08-17,BAS,567,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
4889,Bruno,Ceballos,IDNAL,402792352,1992-12-21,2016-04-08,BAS,533,Guadalajara,Jalisco,ACTIVO,APP
4890,Damián,Benítez,IDNAL,5222687104,1998-09-15,2025-10-23,BAS,616,Medellín,Antioquia,ACTIVO,APP
4891,Irene,Guzmán,IDNAL,8719968606,1995-02-16,2025-08-24,PRE,847,Santiago,Región Metropolitana,ACTIVO,APP
4892,Luz,Rojas,IDNAL,6626043031,1946-05-10,2025-04-05,PRE,736,Medellín,Antioquia,ACTIVO,WEB
4893,Elsa,Sánchez,IDNAL,5734947456,1969-02-04,2020-05-17,STD,578,Guadalajara,Jalisco,ACTIVO,WEB
4894,Gerardo,Mena,IDNAL,9896333449,1958-04-11,2018-08-19,PRE,820,Medellín,Antioquia,ACTIVO,APP
4895,Antonio,Escobar,IDNAL,1339224496,2000-08-23,2020-05-10,PRE,772,Valparaíso,Valparaíso,ACTIVO,APP
4896,Zoé,Gómez,IDNAL,7371846128,2001-10-15,2023-12-14,STD,661,Buenos Aires,Buenos Aires,ACTIVO,APP
4897,Mariano,Flores,IDNAL,4935362233,1961-06-30,2017-09-15,STD,583,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
4898,Alfredo,Pérez,IDNAL,7557611380,1982-10-22,2017-12-31,PRE,780,Ciudad de México,Ciudad de México,ACTIVO,WEB
4899,Federico,Cano,PASP,4878163523,1978-06-26,2016-12-22,STD,666,Barranquilla,Atlántico,ACTIVO,WEB
4900,Kevin,Castañeda,IDNAL,6732067089,1947-01-22,2018-01-17,PRE,710,Bogotá,Cundinamarca,ACTIVO,WEB
4901,Eduardo,Fernández,IDNAL,7014291300,1983-02-18,2022-04-09,PRE,769,Valparaíso,Valparaíso,ACTIVO,APP
4902,Hilda,Leal,IDNAL,2079776916,1963-02-18,2024-03-26,BAS,420,Bogotá,Cundinamarca,ACTIVO,APP
4903,Cecilia,Quintanilla,IDNAL,6221500792,1987-08-11,2017-09-10,ELI,918,Cali,Valle del Cauca,ACTIVO,APP
4904,Cristobal,Zedillo,IDNAL,6410901260,1941-09-03,2026-06-08,BAS,553,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
4905,Abel,de la Torre,IDNAL,9280677751,1962-06-06,2018-09-18,PRE,740,Medellín,Antioquia,ACTIVO,APP
4906,José,Núñez,IDNAL,45648528,1975-09-04,2022-09-30,PRE,771,Buenos Aires,Buenos Aires,ACTIVO,APP
4907,Estela,Palacio,IDNAL,8966514793,1978-07-16,2025-10-28,STD,681,Valparaíso,Valparaíso,ACTIVO,APP
4908,Jhon,Domínguez,IDNAL,9489817402,1952-12-15,2025-01-02,STD,617,Lima,Lima,INACTIVO,APP
4909,José,Fonseca,IDNAL,5871431191,1977-10-03,2020-06-25,BAS,547,Santiago,Región Metropolitana,ACTIVO,APP
4910,Yeny,Murcia,IDNAL,8608216778,1959-05-04,2020-06-30,STD,583,Monterrey,Nuevo León,ACTIVO,APP
4911,Alfonso,Garibay,IDNAL,644657130,2008-03-08,2021-11-27,STD,662,Bogotá,Cundinamarca,ACTIVO,APP
4912,Rafaél,Chavarría,IDNAL,6105566223,1992-10-21,2021-12-14,BAS,585,Bogotá,Cundinamarca,ACTIVO,APP
4913,Micaela,Velasco,PASP,7062206162,1948-04-10,2025-04-19,BAS,473,Medellín,Antioquia,ACTIVO,APP
4914,Vanesa,Salazar,PASP,5382610892,1970-10-04,2019-01-10,BAS,436,Lima,Lima,ACTIVO,WEB
4915,Josefina,Rosales,IDNAL,261399943,1958-12-16,2024-07-17,STD,575,Barranquilla,Atlántico,ACTIVO,CORRESPONSAL
4916,Luisa,Hoyos,IDNAL,7893894189,1982-08-21,2026-06-25,BAS,541,Ciudad de México,Ciudad de México,ACTIVO,APP
4917,Perla,Guillen,IDNAL,3111475798,1997-04-30,2025-01-08,STD,623,Bogotá,Cundinamarca,INACTIVO,APP
4918,María José,Guzmán,IDNAL,1921619376,2007-05-23,2022-01-17,STD,704,Monterrey,Nuevo León,ACTIVO,WEB
4919,Gloria,Haro,PASP,4454504100,1974-04-05,2019-07-24,PRE,813,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
4920,Marcela,Ocampo,IDNAL,6858326468,1986-12-25,2019-02-24,BAS,447,Monterrey,Nuevo León,ACTIVO,APP
4921,Gloria,Martínez,IDNAL,1991568934,1969-05-22,2018-10-01,BAS,317,Monterrey,Nuevo León,ACTIVO,APP
4922,César,Parra,IDNAL,7960182493,1987-03-30,2025-11-02,STD,550,Bogotá,Cundinamarca,ACTIVO,WEB
4923,Ana,Armenta,IDNAL,6175508825,1975-09-20,2019-04-18,PRE,764,Bogotá,Cundinamarca,ACTIVO,APP
4924,Ariadna,Ruelas,IDNAL,8774202570,1952-05-05,2017-12-26,BAS,375,Bogotá,Cundinamarca,ACTIVO,WEB
4925,Paola,Guardado,IDNAL,6323198872,1968-02-10,2017-06-13,STD,592,Medellín,Antioquia,ACTIVO,APP
4926,Julio,Terán,PASP,7534632655,1955-12-29,2025-06-21,ELI,832,Medellín,Antioquia,ACTIVO,APP
4927,María,Nava,IDNAL,5078744842,1969-01-08,2025-10-18,STD,577,Guadalajara,Jalisco,ACTIVO,APP
4928,Damaris,Osorio,IDNAL,148264188,1951-02-13,2019-06-16,PRE,850,Bogotá,Cundinamarca,ACTIVO,WEB
4929,Andrés,Amador,IDNAL,9739891757,1988-07-24,2021-02-27,BAS,517,Medellín,Antioquia,ACTIVO,APP
4930,Renato,Marín,IDNAL,3211086932,1990-08-27,2021-12-22,STD,580,Medellín,Antioquia,ACTIVO,APP
4931,Lorena,Angarita,IDNAL,9851271558,1948-06-05,2023-11-22,STD,657,Bogotá,Cundinamarca,ACTIVO,APP
4932,Óscar,Cruz,IDNAL,690214204,1962-07-11,2017-01-14,BAS,511,Cali,Valle del Cauca,ACTIVO,WEB
4933,Oswaldo,Aponte,PASP,4929590160,1950-11-04,2021-10-12,STD,601,Cali,Valle del Cauca,ACTIVO,WEB
4934,Guillermina,Cifuentes,IDNAL,7270829523,1999-11-17,2021-01-11,STD,681,Buenos Aires,Buenos Aires,ACTIVO,APP
4935,Patricio,Moreno,IDNAL,2909805743,2004-12-06,2024-05-16,STD,730,Ciudad de México,Ciudad de México,ACTIVO,APP
4936,Jacinto,Salinas,IDNAL,3746733942,1943-04-28,2026-01-03,BAS,417,Bogotá,Cundinamarca,ACTIVO,APP
4937,Andrea,Contreras,IDNAL,2841954554,2000-07-29,2019-12-16,BAS,564,Santiago,Región Metropolitana,ACTIVO,APP
4938,Maritza,Quintero,IDNAL,779526330,1962-04-08,2020-05-10,BAS,347,Buenos Aires,Buenos Aires,ACTIVO,APP
4939,Juan,Hoyos,IDNAL,2575677832,2005-06-01,2019-08-28,BAS,532,Cali,Valle del Cauca,ACTIVO,APP
4940,Abril,Orozco,IDNAL,2068561703,1991-10-28,2025-10-08,BAS,519,Bogotá,Cundinamarca,ACTIVO,APP
4941,Camilo,Prado,IDNAL,9070854369,1996-07-28,2024-06-05,BAS,549,Ciudad de México,Ciudad de México,ACTIVO,APP
4942,Margarita,Barela,IDNAL,3553838018,1988-05-04,2025-06-06,STD,588,Lima,Lima,ACTIVO,APP
4943,Lucía,Barrientos,IDNAL,1348490633,2002-02-09,2017-11-23,ELI,842,Ciudad de México,Ciudad de México,ACTIVO,APP
4944,Adalberto,Urías,IDNAL,4537237203,1946-09-08,2016-05-28,STD,616,Bogotá,Cundinamarca,INACTIVO,APP
4945,Jenny,Valencia,IDNAL,3195658260,1951-10-17,2016-07-04,PRE,713,Lima,Lima,ACTIVO,WEB
4946,Diego,Sarmiento,PASP,5694907334,1978-11-20,2020-03-26,STD,653,Monterrey,Nuevo León,ACTIVO,WEB
4947,Noemí,Tórrez,IDNAL,5617180560,1983-12-11,2024-02-06,STD,652,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
4948,Berta,Palacios,IDNAL,6569103921,1964-06-25,2022-01-27,BAS,302,Barranquilla,Atlántico,ACTIVO,WEB
4949,Mauricio,Arreola,IDNAL,8619052162,1960-02-16,2017-06-09,STD,641,Monterrey,Nuevo León,ACTIVO,APP
4950,María,Chavarría,PASP,8233331054,1969-12-25,2026-04-16,BAS,384,Medellín,Antioquia,ACTIVO,APP
4951,Humberto,Perea,IDNAL,6261065336,1974-08-02,2023-09-14,STD,586,Santiago,Región Metropolitana,ACTIVO,APP
4952,Nancy,Zarate,IDNAL,6388823383,1973-01-06,2025-03-30,STD,655,Buenos Aires,Buenos Aires,ACTIVO,APP
4953,Juan,Polo,PASP,3637018439,1943-06-07,2023-05-08,PRE,769,Buenos Aires,Buenos Aires,ACTIVO,APP
4954,Eliecer,Zapata,IDNAL,5099379770,1953-01-21,2017-04-24,BAS,520,Monterrey,Nuevo León,ACTIVO,APP
4955,Salma,Cedillo,IDNAL,7078255917,1957-07-25,2023-04-04,BAS,497,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
4956,Salma,Gaona,IDNAL,8621872080,1948-04-02,2021-11-23,BAS,497,Cali,Valle del Cauca,ACTIVO,APP
4957,Pablo,Lozano,IDNAL,5185250236,1956-05-11,2018-09-03,STD,593,Buenos Aires,Buenos Aires,ACTIVO,CORRESPONSAL
4958,Lina,Nava,IDNAL,5668885498,1969-10-08,2021-04-11,BAS,618,Bogotá,Cundinamarca,ACTIVO,APP
4959,Antonio,Murillo,IDNAL,9514298591,1963-11-24,2021-12-08,STD,720,Bogotá,Cundinamarca,ACTIVO,WEB
4960,Esteban,Ortiz,IDNAL,9047500273,2007-01-09,2023-04-29,BAS,351,Ciudad de México,Ciudad de México,ACTIVO,APP
4961,David,Lerma,IDNAL,5561821592,1969-04-02,2025-10-01,STD,699,Medellín,Antioquia,ACTIVO,APP
4962,Johana,López,IDNAL,5855938030,2003-07-29,2022-04-01,BAS,426,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
4963,Andrés,Gutiérrez,IDNAL,7159912154,1994-06-30,2019-05-04,STD,557,Ciudad de México,Ciudad de México,ACTIVO,APP
4964,Jhonatan,Salazar,IDNAL,8115127974,1953-01-29,2020-04-15,BAS,423,Medellín,Antioquia,ACTIVO,APP
4965,Harold,Gonzales,IDNAL,7880179270,1954-02-28,2022-11-24,BAS,411,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
4966,José,Ávila,IDNAL,1683969771,1967-10-18,2024-12-07,BAS,393,Medellín,Antioquia,ACTIVO,APP
4967,Conchita,Meza,IDNAL,7126238868,1955-04-07,2021-09-26,STD,709,Bogotá,Cundinamarca,ACTIVO,APP
4968,Ruby,Bernal,IDNAL,5778912498,1997-01-28,2023-02-27,BAS,463,Guadalajara,Jalisco,ACTIVO,APP
4969,Jerónimo,Mora,IDNAL,5100959462,1972-08-24,2023-03-07,STD,698,Bogotá,Cundinamarca,ACTIVO,APP
4970,Jos,Carmona,IDNAL,7574837940,1983-02-14,2025-01-31,STD,604,Valparaíso,Valparaíso,ACTIVO,APP
4971,Jorge,Guzmán,IDNAL,7790767708,1949-10-10,2026-05-25,BAS,561,Barranquilla,Atlántico,ACTIVO,APP
4972,Jhon,Suárez,PASP,5615433045,1943-06-25,2018-12-03,STD,661,Medellín,Antioquia,ACTIVO,APP
4973,Lucía,López,IDNAL,5786235370,1971-06-30,2025-08-19,BAS,305,Lima,Lima,INACTIVO,APP
4974,Carmen,Santillán,IDNAL,7476568228,1951-10-06,2017-09-18,BAS,619,Santiago,Región Metropolitana,INACTIVO,CORRESPONSAL
4975,Judith,Zambrano,IDNAL,5414669466,1946-11-27,2020-07-10,ELI,871,Valparaíso,Valparaíso,ACTIVO,APP
4976,Barbara,Serrano,IDNAL,5312418210,1942-01-05,2022-11-05,STD,720,Bogotá,Cundinamarca,ACTIVO,APP
4977,Yeni,Martínez,IDNAL,9671921771,1962-04-23,2021-02-19,BAS,338,Bogotá,Cundinamarca,ACTIVO,WEB
4978,Óscar,Barrios,IDNAL,3621295016,1948-02-28,2022-01-31,BAS,484,Lima,Lima,ACTIVO,APP
4979,Rodolfo,Ibarra,IDNAL,8354145009,1965-06-19,2019-06-24,PRE,844,Medellín,Antioquia,ACTIVO,APP
4980,Guillermina,Lara,IDNAL,8620882796,1955-04-28,2016-10-26,BAS,552,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
4981,José,Adame,IDNAL,9067860507,1974-05-25,2020-09-08,BAS,521,Ciudad de México,Ciudad de México,ACTIVO,APP
4982,Diana,López,CE,9993923979,1978-07-12,2019-03-21,STD,551,Arequipa,Arequipa,ACTIVO,APP
4983,Luis,Pérez,IDNAL,8803023919,1958-01-07,2022-02-09,BAS,526,Bogotá,Cundinamarca,ACTIVO,APP
4984,Andrés,Forero,IDNAL,4430075286,1995-03-14,2022-02-25,BAS,473,Medellín,Antioquia,ACTIVO,APP
4985,Tatiana,Gracia,IDNAL,2847551657,1987-04-20,2020-01-20,PRE,833,Bogotá,Cundinamarca,ACTIVO,WEB
4986,Alejandro,Arreola,IDNAL,2059042749,1945-03-11,2018-08-14,BAS,570,Bogotá,Cundinamarca,ACTIVO,APP
4987,Fernando,Moreno,IDNAL,1962707283,1955-09-02,2019-05-18,BAS,554,Ciudad de México,Ciudad de México,ACTIVO,APP
4988,David,Martínez,IDNAL,7082349121,1964-03-10,2020-01-11,BAS,416,Medellín,Antioquia,ACTIVO,APP
4989,Cristina,Menchaca,CE,5000652640,1959-04-22,2016-06-28,STD,680,Santiago,Región Metropolitana,ACTIVO,WEB
4990,Nelson,Campo,IDNAL,7917638972,1954-11-08,2026-01-20,BAS,532,Santiago,Región Metropolitana,ACTIVO,APP
4991,Elizabeth,Martínez,IDNAL,3538918526,1983-02-12,2018-04-05,ELI,850,Guadalajara,Jalisco,ACTIVO,WEB
4992,Rocío,Martínez,IDNAL,9699604310,1949-05-22,2020-07-19,STD,566,Cali,Valle del Cauca,ACTIVO,APP
4993,Darío,Feliciano,IDNAL,5872023659,1990-05-28,2026-07-03,BAS,616,Bogotá,Cundinamarca,ACTIVO,APP
4994,Arcelia,Rivas,IDNAL,1838321816,1969-09-08,2024-10-14,BAS,540,Bogotá,Cundinamarca,ACTIVO,APP
4995,Joaquín,Soliz,IDNAL,5169618627,1983-01-22,2024-09-30,PRE,712,Bogotá,Cundinamarca,ACTIVO,APP
4996,Martín,Morales,IDNAL,4963305272,1985-03-21,2020-05-04,BAS,561,Medellín,Antioquia,ACTIVO,WEB
4997,Paula,Trujillo,IDNAL,5821261184,1963-01-06,2018-05-13,ELI,885,Santiago,Región Metropolitana,ACTIVO,APP
4998,Ancizar,Tello,IDNAL,6133891180,1970-06-01,2023-04-29,BAS,341,Guadalajara,Jalisco,ACTIVO,APP
4999,Luis Miguel,Acosta,PASP,720059776,1958-04-20,2026-07-22,STD,620,Bogotá,Cundinamarca,ACTIVO,APP
5000,Maritza,Iglesias,IDNAL,4611494644,1991-10-05,2021-04-24,BAS,336,Medellín,Antioquia,ACTIVO,WEB
5001,Javier,Gallego,IDNAL,9829198247,1983-09-08,2024-06-14,BAS,590,Medellín,Antioquia,ACTIVO,APP
5002,Marisol,Nájera,IDNAL,1229872876,1984-01-06,2021-05-30,BAS,538,Buenos Aires,Buenos Aires,ACTIVO,APP
5003,Amelia,Barela,IDNAL,4566286200,1987-11-23,2022-01-22,BAS,479,Ciudad de México,Ciudad de México,ACTIVO,WEB
5004,Giovanny,Preciado,CE,5393428870,2007-02-05,2023-09-11,BAS,397,Ciudad de México,Ciudad de México,ACTIVO,APP
5005,Marleny,Alfaro,IDNAL,330006154,1997-05-08,2018-05-12,BAS,437,Ciudad de México,Ciudad de México,ACTIVO,APP
5006,Felix,Fuentes,IDNAL,8423189449,1953-10-09,2022-09-14,STD,667,Ciudad de México,Ciudad de México,ACTIVO,APP
5007,Héctor,Corral,CE,8208637169,1959-06-01,2018-05-24,STD,670,Ciudad de México,Ciudad de México,ACTIVO,APP
5008,Leonardo,Paz,PASP,4783697186,1963-05-04,2023-09-05,STD,612,Cali,Valle del Cauca,ACTIVO,CORRESPONSAL
5009,Amanda,Jaramillo,IDNAL,6948693461,1978-08-04,2024-01-01,BAS,496,Lima,Lima,ACTIVO,WEB
5010,Eloy,Morales,IDNAL,893585889,1978-02-15,2018-10-08,BAS,501,Ciudad de México,Ciudad de México,ACTIVO,APP
5011,Jos,Ramírez,IDNAL,7701291551,1983-03-03,2019-02-18,BAS,532,Guadalajara,Jalisco,ACTIVO,APP
5012,Carolina,Briseño,IDNAL,7957522141,1947-03-29,2019-10-22,STD,610,Córdoba,Córdoba,ACTIVO,APP
5013,Leonel,Moreno,PASP,5758410617,1972-07-01,2023-01-13,PRE,808,Bogotá,Cundinamarca,ACTIVO,APP
5014,Ruby,Rodríguez,IDNAL,3774598394,1970-10-30,2015-12-22,BAS,503,Santiago,Región Metropolitana,ACTIVO,APP
5015,Aldo,Palacios,IDNAL,1602354544,1988-12-14,2024-01-11,BAS,505,Buenos Aires,Buenos Aires,ACTIVO,APP
5016,Carlos,Sosa,IDNAL,6735168301,1960-03-03,2017-08-08,PRE,708,Bogotá,Cundinamarca,ACTIVO,APP
5017,Modesto,Zamora,IDNAL,155120888,1947-10-19,2021-05-01,BAS,456,Arequipa,Arequipa,ACTIVO,WEB
5018,Isabela,Guzmán,IDNAL,3891377984,1955-12-11,2019-01-28,PRE,847,Bogotá,Cundinamarca,ACTIVO,APP
5019,Jesús,Gómez,IDNAL,6584358217,1956-01-24,2017-02-10,ELI,896,Cali,Valle del Cauca,ACTIVO,APP
5020,Cecilia,Bahena,IDNAL,4656730454,1998-12-04,2019-02-12,STD,591,Bogotá,Cundinamarca,ACTIVO,APP
5021,Felipe,Zambrano,IDNAL,4373160355,1971-06-22,2016-09-23,BAS,428,Guadalajara,Jalisco,ACTIVO,APP
5022,Lucas,Colón,IDNAL,1779621437,1978-11-22,2025-12-22,BAS,525,Buenos Aires,Buenos Aires,ACTIVO,WEB
5023,Alberto,Salas,IDNAL,5170325007,1954-06-02,2020-01-20,BAS,591,Guadalajara,Jalisco,ACTIVO,APP
5024,Ángel,Campos,IDNAL,1860756365,1951-01-21,2026-03-23,BAS,488,Bogotá,Cundinamarca,ACTIVO,APP
5025,María José,Laboy,CE,4790755473,1995-12-01,2017-05-14,STD,595,Cali,Valle del Cauca,ACTIVO,APP
5026,María,Valdez,PASP,8651193940,1989-07-05,2020-02-17,PRE,766,Lima,Lima,ACTIVO,CORRESPONSAL
5027,Antonio,Zaragoza,IDNAL,3903583639,1958-12-06,2018-09-15,BAS,453,Bogotá,Cundinamarca,ACTIVO,WEB
5028,Dalia,Cárdenas,PASP,7267469658,1989-03-11,2020-06-15,BAS,386,Santiago,Región Metropolitana,ACTIVO,APP
5029,Laura,Rodríguez,IDNAL,4838251527,1978-02-18,2023-04-26,STD,553,Buenos Aires,Buenos Aires,INACTIVO,APP
5030,Camilo,Hernández,IDNAL,7092464455,1972-05-16,2024-02-28,STD,702,Cali,Valle del Cauca,ACTIVO,APP
5031,Alfonso,Ulibarri,IDNAL,710657837,1994-11-28,2022-03-26,BAS,332,Cali,Valle del Cauca,ACTIVO,APP
5032,Rafaél,Terán,IDNAL,2096876022,1942-02-23,2025-08-01,STD,569,Bogotá,Cundinamarca,INACTIVO,APP
5033,Paola,Gil,IDNAL,9956402618,1946-09-10,2021-05-30,BAS,463,Barranquilla,Atlántico,ACTIVO,APP
5034,Modesto,Quiñónez,IDNAL,9170937096,2002-07-12,2019-09-02,STD,563,Bogotá,Cundinamarca,ACTIVO,APP
5035,Juan,Tapia,IDNAL,4515864867,1973-06-06,2021-06-24,ELI,950,Ciudad de México,Ciudad de México,ACTIVO,CORRESPONSAL
5036,Gloria,Ramírez,CE,2114597063,1988-03-11,2021-02-06,STD,617,Monterrey,Nuevo León,ACTIVO,APP
5037,Octavio,Alvarado,IDNAL,3731032849,2006-04-27,2025-05-22,STD,647,Santiago,Región Metropolitana,ACTIVO,APP
5038,Luisa,Alarcón,IDNAL,3892266709,2004-05-29,2021-09-01,PRE,715,Santiago,Región Metropolitana,ACTIVO,APP
5039,Noemí,Mora,IDNAL,7268603403,1951-03-14,2022-12-15,BAS,543,Bogotá,Cundinamarca,ACTIVO,APP
5040,Eric,Suárez,IDNAL,8665602303,1955-08-23,2025-04-08,STD,640,Santiago,Región Metropolitana,ACTIVO,WEB
5041,Oswaldo,Moya,IDNAL,7046293951,2000-01-18,2022-12-13,BAS,607,Lima,Lima,ACTIVO,WEB
5042,Andrea,Suárez,IDNAL,1411757305,1963-09-15,2018-09-22,ELI,945,Cali,Valle del Cauca,ACTIVO,WEB
5043,Manuel,Meléndez,IDNAL,7862890646,1990-12-13,2025-09-24,STD,697,Medellín,Antioquia,ACTIVO,APP
5044,Cristian,Herrera,IDNAL,6176703993,1979-01-05,2026-07-05,PRE,704,Medellín,Antioquia,ACTIVO,WEB
5045,Anabel,Casares,IDNAL,7230001165,1942-01-17,2020-07-04,STD,722,Bogotá,Cundinamarca,ACTIVO,APP
5046,Hugo,Bermúdez,IDNAL,1206412387,1962-07-28,2023-06-06,BAS,421,Bogotá,Cundinamarca,ACTIVO,WEB
5047,Adán,Naranjo,IDNAL,4754749301,1951-04-01,2026-05-23,PRE,804,Monterrey,Nuevo León,ACTIVO,WEB
5048,Juan,Jaramillo,IDNAL,8660869976,1950-02-18,2025-11-23,ELI,898,Ciudad de México,Ciudad de México,ACTIVO,APP
5049,Alejandra,Betancur,IDNAL,9246149205,1954-05-12,2020-01-18,PRE,743,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
5050,Alex,Ontiveros,IDNAL,7592665006,1974-03-07,2022-03-26,BAS,446,Ciudad de México,Ciudad de México,ACTIVO,APP
5051,Antonio,Olvera,PASP,3046231366,2002-04-28,2019-07-22,STD,565,Medellín,Antioquia,ACTIVO,APP
5052,Mario,Saavedra,IDNAL,3486584057,1941-09-06,2026-07-03,ELI,860,Bogotá,Cundinamarca,ACTIVO,APP
5053,Enrique,González,IDNAL,4597809923,1984-01-02,2024-10-14,STD,559,Lima,Lima,ACTIVO,APP
5054,Paola,Mosquera,IDNAL,8481150570,1995-10-14,2024-11-12,STD,667,Cali,Valle del Cauca,ACTIVO,WEB
5055,Juan,Bastidas,PASP,1710804413,1976-09-04,2018-04-13,STD,589,Lima,Lima,ACTIVO,APP
5056,Carlos,García,IDNAL,3235503705,1967-08-20,2021-11-14,BAS,514,Arequipa,Arequipa,INACTIVO,CORRESPONSAL
5057,Reina,Cotto,IDNAL,2573091816,1995-10-29,2022-10-21,STD,593,Ciudad de México,Ciudad de México,ACTIVO,APP
5058,Juan,Garibay,PASP,8399702154,1946-12-07,2016-06-09,PRE,809,Bogotá,Cundinamarca,ACTIVO,APP
5059,Gloria,Alvarado,IDNAL,3882452675,1985-01-17,2017-04-04,BAS,588,Cali,Valle del Cauca,ACTIVO,APP
5060,Noelia,Aranda,IDNAL,654768526,1944-09-17,2019-09-22,BAS,300,Bogotá,Cundinamarca,ACTIVO,WEB
5061,Felipe,Garibay,IDNAL,1543500395,1989-02-24,2019-09-14,BAS,373,Bogotá,Cundinamarca,ACTIVO,APP
5062,Cristian,Villegas,IDNAL,7135677691,1971-06-23,2022-03-27,STD,567,Santiago,Región Metropolitana,ACTIVO,APP
5063,Libardo,Guillen,IDNAL,8622959043,1954-01-04,2025-09-09,BAS,382,Bogotá,Cundinamarca,INACTIVO,WEB
5064,Edwin,Valencia,IDNAL,9688295695,1995-10-14,2021-05-13,BAS,330,Lima,Lima,ACTIVO,WEB
5065,Luisa,Padrón,IDNAL,3522149820,1977-07-09,2020-11-11,BAS,335,Medellín,Antioquia,ACTIVO,APP
5066,Edwin,Villagómez,IDNAL,606554112,1998-12-18,2016-09-02,STD,639,Guadalajara,Jalisco,ACTIVO,APP
5067,Agustín,Sisneros,CE,2778326599,1961-04-22,2025-06-15,PRE,716,Ciudad de México,Ciudad de México,ACTIVO,APP
5068,Eduardo,Vega,IDNAL,3834646492,1984-03-05,2015-08-16,PRE,759,Barranquilla,Atlántico,ACTIVO,APP
5069,Alfonso,Jaramillo,IDNAL,5507381541,1999-03-26,2023-02-07,PRE,810,Ciudad de México,Ciudad de México,ACTIVO,APP
5070,Nelly,Vásquez,IDNAL,9200178470,2008-01-19,2017-06-30,BAS,583,Bogotá,Cundinamarca,ACTIVO,APP
5071,Andrea,Vega,IDNAL,3474244135,1998-02-21,2024-06-09,STD,674,Monterrey,Nuevo León,ACTIVO,APP
5072,Samir,Porras,IDNAL,570006006,1954-12-05,2015-11-02,STD,656,Lima,Lima,ACTIVO,CORRESPONSAL
5073,Rita,García,IDNAL,6338647506,1953-07-11,2021-04-17,ELI,834,Medellín,Antioquia,ACTIVO,APP
5074,Paola,Hernández,IDNAL,6555781112,1996-03-17,2019-08-02,PRE,751,Lima,Lima,ACTIVO,APP
5075,Zulma,Casanova,IDNAL,7629343869,1969-07-16,2023-09-30,STD,696,Medellín,Antioquia,ACTIVO,CORRESPONSAL
5076,Juan,Bahena,IDNAL,3333109854,1998-03-22,2021-05-10,BAS,427,Lima,Lima,ACTIVO,APP
5077,Manuel,Ureña,IDNAL,2257656150,1997-11-08,2017-03-12,PRE,833,Lima,Lima,ACTIVO,APP
5078,Kelly,Espino,IDNAL,8468245885,1976-04-28,2017-04-04,STD,585,Bogotá,Cundinamarca,ACTIVO,APP
5079,Giovanni,Cintrón,IDNAL,5740639006,1996-11-12,2022-05-22,BAS,363,Medellín,Antioquia,ACTIVO,APP
5080,Víctor,Martínez,IDNAL,4703334605,1973-02-12,2023-07-28,BAS,515,Barranquilla,Atlántico,ACTIVO,APP
5081,Richard,Farías,CE,5614259571,1992-06-12,2021-07-09,STD,698,Guadalajara,Jalisco,ACTIVO,CORRESPONSAL
5082,Alberto,Ortega,IDNAL,2382638218,1976-10-16,2017-03-16,BAS,386,Monterrey,Nuevo León,ACTIVO,APP
5083,Gabino,Lugo,IDNAL,9925865388,1998-02-24,2019-08-01,STD,708,Lima,Lima,ACTIVO,WEB
5084,Roberto,Álvarez,IDNAL,6823418374,1995-10-18,2025-03-04,STD,693,Bogotá,Cundinamarca,ACTIVO,APP
5085,Inés,Alonso,IDNAL,6832196112,1977-05-23,2019-10-19,BAS,608,Monterrey,Nuevo León,ACTIVO,WEB
5086,Consuelo,Holguín,IDNAL,6951215955,1986-12-18,2018-12-20,BAS,598,Guadalajara,Jalisco,ACTIVO,APP
5087,Marco Antonio,Quintero,IDNAL,7984017028,1974-01-15,2022-03-09,PRE,782,Buenos Aires,Buenos Aires,ACTIVO,CORRESPONSAL
5088,Carolina,Velásquez,IDNAL,7966326011,1995-10-13,2026-07-03,PRE,739,Buenos Aires,Buenos Aires,ACTIVO,APP
